Week,Category,Sub_Category,Metric,Text_Value,Country,Month,Product,Support,Confidence,Lift,Leverage,Conviction,Revenue,Quantity,Num_Transactions,Segment,Num_Customers,Avg_Spend,Priority,Expected_Impact,Recommendation
Week 4 - Insights,Top Products,ENAMEL WASH BOWL CREAM,2685.81,,,,ENAMEL WASH BOWL CREAM,,,,,,2685.81,690,201,,,,,,
Week 4 - Insights,Top Products,BLACK AND WHITE CAT BOWL,2684.65,,,,BLACK AND WHITE CAT BOWL,,,,,,2684.65,1363,49,,,,,,
Week 4 - Insights,Top Products,SINGLE ANTIQUE ROSE HOOK IVORY,2682.6,,,,SINGLE ANTIQUE ROSE HOOK IVORY,,,,,,2682.6,1820,257,,,,,,
Week 4 - Insights,Top Products,TOY TIDY SPACEBOY,2680.96,,,,TOY TIDY SPACEBOY,,,,,,2680.96,1242,281,,,,,,
Week 4 - Insights,Top Products,JAM JAR WITH GREEN LID,2679.11,,,,JAM JAR WITH GREEN LID,,,,,,2679.11,3170,298,,,,,,
Week 4 - Insights,Top Products,DOORMAT WELCOME SUNRISE,2678.77,,,,DOORMAT WELCOME SUNRISE,,,,,,2678.77,371,120,,,,,,
Week 4 - Insights,Top Products,GLITTER HANGING BUTTERFLY STRING,2672.55,,,,GLITTER HANGING BUTTERFLY STRING,,,,,,2672.55,1290,192,,,,,,
Week 4 - Insights,Top Products,DOORMAT I LOVE LONDON,2671.01,,,,DOORMAT I LOVE LONDON,,,,,,2671.01,363,101,,,,,,
Week 4 - Insights,Top Products,RETROSPOT PADDED SEAT CUSHION,2657.58,,,,RETROSPOT PADDED SEAT CUSHION,,,,,,2657.58,690,81,,,,,,
Week 4 - Insights,Top Products,HEART WREATH DECORATION WITH BELL,2651.13,,,,HEART WREATH DECORATION WITH BELL,,,,,,2651.13,2104,181,,,,,,
Week 4 - Insights,Top Products,IVORY WICKER HEART MEDIUM,2650.45,,,,IVORY WICKER HEART MEDIUM,,,,,,2650.45,2053,230,,,,,,
Week 4 - Insights,Top Products,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,2649.4,,,,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,,,,,,2649.4,2003,186,,,,,,
Week 4 - Insights,Top Products,OVERNIGHT BAG VINTAGE ROSE PAISLEY,2644.95,,,,OVERNIGHT BAG VINTAGE ROSE PAISLEY,,,,,,2644.95,393,175,,,,,,
Week 4 - Insights,Top Products,LARGE DECO JEWELLERY STAND,2642.24,,,,LARGE DECO JEWELLERY STAND,,,,,,2642.24,205,92,,,,,,
Week 4 - Insights,Top Products,PACK OF 12 HEARTS DESIGN TISSUES,2641.19,,,,PACK OF 12 HEARTS DESIGN TISSUES,,,,,,2641.19,8487,421,,,,,,
Week 4 - Insights,Top Products,N0 SINGING METAL SIGN,2639.42,,,,N0 SINGING METAL SIGN,,,,,,2639.42,1225,49,,,,,,
Week 4 - Insights,Top Products,TOTE BAG I LOVE LONDON,2633.28,,,,TOTE BAG I LOVE LONDON,,,,,,2633.28,1288,136,,,,,,
Week 4 - Insights,Top Products,WATERING CAN GREEN DINOSAUR,2632.4,,,,WATERING CAN GREEN DINOSAUR,,,,,,2632.4,1376,224,,,,,,
Week 4 - Insights,Top Products,ZINC WILLIE WINKIE  CANDLE STICK,2631.1,,,,ZINC WILLIE WINKIE  CANDLE STICK,,,,,,2631.1,2837,261,,,,,,
Week 4 - Insights,Top Products,PARTY CONE CHRISTMAS DECORATION,2623.83,,,,PARTY CONE CHRISTMAS DECORATION,,,,,,2623.83,2229,106,,,,,,
Week 4 - Insights,Top Products,SET OF 3 WOODEN STOCKING DECORATION,2623.82,,,,SET OF 3 WOODEN STOCKING DECORATION,,,,,,2623.82,1957,311,,,,,,
Week 4 - Insights,Top Products,LARGE CAKE TOWEL CHOCOLATE SPOTS,2618.02,,,,LARGE CAKE TOWEL CHOCOLATE SPOTS,,,,,,2618.02,910,102,,,,,,
Week 4 - Insights,Top Products,GIRLS ALPHABET IRON ON PATCHES,2617.85,,,,GIRLS ALPHABET IRON ON PATCHES,,,,,,2617.85,12154,146,,,,,,
Week 4 - Insights,Top Products,ANTIQUE ALL GLASS CANDLESTICK,2614.05,,,,ANTIQUE ALL GLASS CANDLESTICK,,,,,,2614.05,1169,199,,,,,,
Week 4 - Insights,Top Products,UTILTY CABINET WITH HOOKS,2610.29,,,,UTILTY CABINET WITH HOOKS,,,,,,2610.29,131,6,,,,,,
Week 4 - Insights,Top Products,SET OF 2 TRAYS HOME SWEET HOME,2609.93,,,,SET OF 2 TRAYS HOME SWEET HOME,,,,,,2609.93,255,129,,,,,,
Week 4 - Insights,Top Products,HALL CABINET WITH 3 DRAWERS,2603.53,,,,HALL CABINET WITH 3 DRAWERS,,,,,,2603.53,76,5,,,,,,
Week 4 - Insights,Top Products,FLUTED ANTIQUE CANDLE HOLDER,2602.53,,,,FLUTED ANTIQUE CANDLE HOLDER,,,,,,2602.53,2761,204,,,,,,
Week 4 - Insights,Top Products,ROUND CONTAINER SET OF 5 RETROSPOT,2602.49,,,,ROUND CONTAINER SET OF 5 RETROSPOT,,,,,,2602.49,1567,235,,,,,,
Week 4 - Insights,Top Products,BLACK AND WHITE DOG BOWL,2602.18,,,,BLACK AND WHITE DOG BOWL,,,,,,2602.18,1196,52,,,,,,
Week 4 - Insights,Top Products,GREEN GIANT GARDEN THERMOMETER,2597.61,,,,GREEN GIANT GARDEN THERMOMETER,,,,,,2597.61,412,141,,,,,,
Week 4 - Insights,Top Products,FOLKART ZINC HEART CHRISTMAS DEC,2589.01,,,,FOLKART ZINC HEART CHRISTMAS DEC,,,,,,2589.01,2938,241,,,,,,
Week 4 - Insights,Top Products,RIBBON REEL CHRISTMAS PRESENT,2578.65,,,,RIBBON REEL CHRISTMAS PRESENT,,,,,,2578.65,1318,253,,,,,,
Week 4 - Insights,Top Products,SET OF 4 NAPKIN CHARMS CUTLERY,2570.16,,,,SET OF 4 NAPKIN CHARMS CUTLERY,,,,,,2570.16,1033,120,,,,,,
Week 4 - Insights,Top Products,GARLAND WOODEN HAPPY EASTER,2564.43,,,,GARLAND WOODEN HAPPY EASTER,,,,,,2564.43,1916,236,,,,,,
Week 4 - Insights,Top Products,MA CAMPAGNE CUTLERY BOX,2557.15,,,,MA CAMPAGNE CUTLERY BOX,,,,,,2557.15,161,98,,,,,,
Week 4 - Insights,Top Products,VANILLA SCENT CANDLE JEWELLED BOX,2551.4,,,,VANILLA SCENT CANDLE JEWELLED BOX,,,,,,2551.4,1360,102,,,,,,
Week 4 - Insights,Top Products,KINGS CHOICE TEA CADDY,2551.22,,,,KINGS CHOICE TEA CADDY,,,,,,2551.22,698,255,,,,,,
Week 4 - Insights,Top Products,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,2546.03,,,,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,,,,,,2546.03,1866,193,,,,,,
Week 4 - Insights,Top Products,PENS ASSORTED FUNNY FACE,2544.04,,,,PENS ASSORTED FUNNY FACE,,,,,,2544.04,9428,212,,,,,,
Week 4 - Insights,Top Products,SET OF 3 WOODEN SLEIGH DECORATIONS,2540.81,,,,SET OF 3 WOODEN SLEIGH DECORATIONS,,,,,,2540.81,1843,289,,,,,,
Week 4 - Insights,Top Products,RECYCLED ACAPULCO MAT LAVENDER,2538.93,,,,RECYCLED ACAPULCO MAT LAVENDER,,,,,,2538.93,287,126,,,,,,
Week 4 - Insights,Top Products,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,2535.82,,,,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,,,,,,2535.82,1267,164,,,,,,
Week 4 - Insights,Top Products,VINTAGE LEAF MAGNETIC NOTEPAD,2530.1,,,,VINTAGE LEAF MAGNETIC NOTEPAD,,,,,,2530.1,1658,269,,,,,,
Week 4 - Insights,Top Products,SMALL DOLLY MIX DESIGN ORANGE BOWL,2528.03,,,,SMALL DOLLY MIX DESIGN ORANGE BOWL,,,,,,2528.03,4942,522,,,,,,
Week 4 - Insights,Top Products,LUNCH BAG RED VINTAGE DOILY,2525.04,,,,LUNCH BAG RED VINTAGE DOILY,,,,,,2525.04,1576,132,,,,,,
Week 4 - Insights,Top Products,SPACEBOY CHILDRENS CUP,2517.57,,,,SPACEBOY CHILDRENS CUP,,,,,,2517.57,2018,213,,,,,,
Week 4 - Insights,Top Products,SPACEBOY GIFT WRAP,2517.34,,,,SPACEBOY GIFT WRAP,,,,,,2517.34,6127,199,,,,,,
Week 4 - Insights,Top Products,TRIPLE HOOK ANTIQUE IVORY ROSE,2503.52,,,,TRIPLE HOOK ANTIQUE IVORY ROSE,,,,,,2503.52,752,221,,,,,,
Week 4 - Insights,Top Products,TOADSTOOL MONEY BOX,2496.01,,,,TOADSTOOL MONEY BOX,,,,,,2496.01,799,181,,,,,,
Week 4 - Insights,Top Products,STOP FOR TEA WALL ART,2490.65,,,,STOP FOR TEA WALL ART,,,,,,2490.65,503,39,,,,,,
Week 4 - Insights,Top Products,RETROSPOT RED WASHING UP GLOVES,2488.74,,,,RETROSPOT RED WASHING UP GLOVES,,,,,,2488.74,1115,293,,,,,,
Week 4 - Insights,Top Products,PINK OWL SOFT TOY,2488.03,,,,PINK OWL SOFT TOY,,,,,,2488.03,841,166,,,,,,
Week 4 - Insights,Top Products,PINK DOUGHNUT TRINKET POT,2486.9,,,,PINK DOUGHNUT TRINKET POT,,,,,,2486.9,1692,238,,,,,,
Week 4 - Insights,Top Products,MISTLETOE HEART WREATH CREAM,2485.68,,,,MISTLETOE HEART WREATH CREAM,,,,,,2485.68,612,107,,,,,,
Week 4 - Insights,Top Products,CERAMIC STRAWBERRY MONEY BOX,2484.92,,,,CERAMIC STRAWBERRY MONEY BOX,,,,,,2484.92,965,112,,,,,,
Week 4 - Insights,Top Products,PINK POLKADOT WRAP,2477.5,,,,PINK POLKADOT WRAP,,,,,,2477.5,6075,204,,,,,,
Week 4 - Insights,Top Products,SET/20 STRAWBERRY PAPER NAPKINS,2469.84,,,,SET/20 STRAWBERRY PAPER NAPKINS,,,,,,2469.84,2697,309,,,,,,
Week 4 - Insights,Top Products,6 RIBBONS ELEGANT CHRISTMAS,2469.23,,,,6 RIBBONS ELEGANT CHRISTMAS,,,,,,2469.23,1761,199,,,,,,
Week 4 - Insights,Top Products,CREAM WALL PLANTER HEART SHAPED,2463.75,,,,CREAM WALL PLANTER HEART SHAPED,,,,,,2463.75,413,153,,,,,,
Week 4 - Insights,Top Products,CAKE STAND WHITE TWO TIER LACE,2454.39,,,,CAKE STAND WHITE TWO TIER LACE,,,,,,2454.39,341,100,,,,,,
Week 4 - Insights,Top Products,TWO DOOR CURIO CABINET,2449.95,,,,TWO DOOR CURIO CABINET,,,,,,2449.95,202,79,,,,,,
Week 4 - Insights,Top Products,SET 12 COLOUR PENCILS SPACEBOY,2449.6,,,,SET 12 COLOUR PENCILS SPACEBOY,,,,,,2449.6,3214,278,,,,,,
Week 4 - Insights,Top Products,ROLL WRAP 50'S RED CHRISTMAS,2444.2,,,,ROLL WRAP 50'S RED CHRISTMAS,,,,,,2444.2,1788,211,,,,,,
Week 4 - Insights,Top Products,RED REFECTORY CLOCK,2441.94,,,,RED REFECTORY CLOCK,,,,,,2441.94,244,108,,,,,,
Week 4 - Insights,Top Products,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,2429.5,,,,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,,,,,,2429.5,1462,159,,,,,,
Week 4 - Insights,Top Products,KINGS CHOICE MUG,2429.38,,,,KINGS CHOICE MUG,,,,,,2429.38,2055,148,,,,,,
Week 4 - Insights,Top Products,GLASS STAR FROSTED T-LIGHT HOLDER,2423.08,,,,GLASS STAR FROSTED T-LIGHT HOLDER,,,,,,2423.08,496,129,,,,,,
Week 4 - Insights,Top Products,3 TRADITIONAl BISCUIT CUTTERS  SET,2417.41,,,,3 TRADITIONAl BISCUIT CUTTERS  SET,,,,,,2417.41,1119,221,,,,,,
Week 4 - Insights,Top Products,CREAM SLICE FLANNEL PINK SPOT,2413.81,,,,CREAM SLICE FLANNEL PINK SPOT,,,,,,2413.81,871,95,,,,,,
Week 4 - Insights,Top Products,GINGHAM RECIPE BOOK BOX,2410.62,,,,GINGHAM RECIPE BOOK BOX,,,,,,2410.62,442,130,,,,,,
Week 4 - Insights,Top Products,SET 3 SONG BIRD PAPER EGGS ASSORTED,2407.21,,,,SET 3 SONG BIRD PAPER EGGS ASSORTED,,,,,,2407.21,839,129,,,,,,
Week 4 - Insights,Top Products,S/4 VALENTINE DECOUPAGE HEART BOX,2404.69,,,,S/4 VALENTINE DECOUPAGE HEART BOX,,,,,,2404.69,1471,129,,,,,,
Week 4 - Insights,Top Products,SET OF 6 T-LIGHTS CACTI,2401.59,,,,SET OF 6 T-LIGHTS CACTI,,,,,,2401.59,875,107,,,,,,
Week 4 - Insights,Top Products,BAKING MOULD CHOCOLATE CUPCAKES,2394.94,,,,BAKING MOULD CHOCOLATE CUPCAKES,,,,,,2394.94,906,152,,,,,,
Week 4 - Insights,Top Products,BLUE SAVANNAH PICNIC HAMPER FOR 2,2393.59,,,,BLUE SAVANNAH PICNIC HAMPER FOR 2,,,,,,2393.59,256,124,,,,,,
Week 4 - Insights,Top Products,6 EGG HOUSE PAINTED WOOD,2392.53,,,,6 EGG HOUSE PAINTED WOOD,,,,,,2392.53,257,141,,,,,,
Week 4 - Insights,Top Products,BALLOONS  WRITING SET,2388.98,,,,BALLOONS  WRITING SET,,,,,,2388.98,1324,344,,,,,,
Week 4 - Insights,Top Products,HOME SWEET HOME KEY HOLDER,2385.16,,,,HOME SWEET HOME KEY HOLDER,,,,,,2385.16,450,108,,,,,,
Week 4 - Insights,Top Products,SHELF WITH 4 HOOKS HOME SWEET HOME,2384.34,,,,SHELF WITH 4 HOOKS HOME SWEET HOME,,,,,,2384.34,457,105,,,,,,
Week 4 - Insights,Top Products,SET OF 6 T-LIGHTS TOADSTOOLS,2382.33,,,,SET OF 6 T-LIGHTS TOADSTOOLS,,,,,,2382.33,806,193,,,,,,
Week 4 - Insights,Top Products,FRENCH WC SIGN BLUE METAL,2381.75,,,,FRENCH WC SIGN BLUE METAL,,,,,,2381.75,1774,294,,,,,,
Week 4 - Insights,Top Products,36 PENCILS TUBE SKULLS,2375.05,,,,36 PENCILS TUBE SKULLS,,,,,,2375.05,1779,262,,,,,,
Week 4 - Insights,Top Products,VINTAGE BELLS GARLAND,2373.99,,,,VINTAGE BELLS GARLAND,,,,,,2373.99,797,147,,,,,,
Week 4 - Insights,Top Products,MAKE YOUR OWN FLOWERPOWER CARD KIT,2363.66,,,,MAKE YOUR OWN FLOWERPOWER CARD KIT,,,,,,2363.66,906,203,,,,,,
Week 4 - Insights,Top Products,HANGING HEART WITH BELL,2356.08,,,,HANGING HEART WITH BELL,,,,,,2356.08,4571,218,,,,,,
Week 4 - Insights,Top Products,SKULLS AND CROSSBONES WRAP,2356,,,,SKULLS AND CROSSBONES WRAP,,,,,,2356,5800,165,,,,,,
Week 4 - Insights,Top Products,HEART MIRROR ANTIQUE WHITE,2354.8,,,,HEART MIRROR ANTIQUE WHITE,,,,,,2354.8,358,76,,,,,,
Week 4 - Insights,Top Products,BALLOON WATER BOMB PACK OF 35,2349.84,,,,BALLOON WATER BOMB PACK OF 35,,,,,,2349.84,5950,151,,,,,,
Week 4 - Insights,Top Products,SET OF 9 BLACK SKULL BALLOONS,2349.24,,,,SET OF 9 BLACK SKULL BALLOONS,,,,,,2349.24,2748,222,,,,,,
Week 4 - Insights,Top Products,BICYCLE SAFTEY WALL ART,2348.14,,,,BICYCLE SAFTEY WALL ART,,,,,,2348.14,454,38,,,,,,
Week 4 - Insights,Top Products,LE JARDIN BOTANIQUE CUSHION COVER,2345,,,,LE JARDIN BOTANIQUE CUSHION COVER,,,,,,2345,559,166,,,,,,
Week 4 - Insights,Top Products,CLASSIC BICYCLE CLIPS,2337.88,,,,CLASSIC BICYCLE CLIPS,,,,,,2337.88,1616,98,,,,,,
Week 4 - Insights,Top Products,BIG DOUGHNUT FRIDGE MAGNETS,2334.94,,,,BIG DOUGHNUT FRIDGE MAGNETS,,,,,,2334.94,1726,198,,,,,,
Week 4 - Insights,Top Products,SET OF 10 LANTERNS FAIRY LIGHT STAR,2331.02,,,,SET OF 10 LANTERNS FAIRY LIGHT STAR,,,,,,2331.02,568,96,,,,,,
Week 4 - Insights,Top Products,PINK DINER WALL CLOCK,2329.95,,,,PINK DINER WALL CLOCK,,,,,,2329.95,255,113,,,,,,
Week 4 - Insights,Top Products,OVAL WALL MIRROR DIAMANTE,2321.47,,,,OVAL WALL MIRROR DIAMANTE,,,,,,2321.47,229,154,,,,,,
Week 4 - Insights,Top Products,CHARLIE + LOLA RED HOT WATER BOTTLE,2315.39,,,,CHARLIE + LOLA RED HOT WATER BOTTLE,,,,,,2315.39,900,253,,,,,,
Week 4 - Insights,Top Products,STAR WOODEN CHRISTMAS DECORATION,2310.8,,,,STAR WOODEN CHRISTMAS DECORATION,,,,,,2310.8,2552,216,,,,,,
Week 4 - Insights,Top Products,ASSTD DESIGN RACING CAR PEN,2308.32,,,,ASSTD DESIGN RACING CAR PEN,,,,,,2308.32,1567,110,,,,,,
Week 4 - Insights,Top Products,RUSTIC MIRROR WITH LACE HEART,2304.87,,,,RUSTIC MIRROR WITH LACE HEART,,,,,,2304.87,451,79,,,,,,
Week 4 - Insights,Top Products,SET OF 3 WOODEN TREE DECORATIONS,2299.79,,,,SET OF 3 WOODEN TREE DECORATIONS,,,,,,2299.79,1685,286,,,,,,
Week 4 - Insights,Top Products,SET 36 COLOUR PENCILS SPACEBOY,2284.78,,,,SET 36 COLOUR PENCILS SPACEBOY,,,,,,2284.78,1689,184,,,,,,
Week 4 - Insights,Top Products,50'S CHRISTMAS GIFT BAG LARGE,2283.63,,,,50'S CHRISTMAS GIFT BAG LARGE,,,,,,2283.63,1867,128,,,,,,
Week 4 - Insights,Top Products,GARLAND WITH STARS AND BELLS,2280.47,,,,GARLAND WITH STARS AND BELLS,,,,,,2280.47,549,112,,,,,,
Week 4 - Insights,Top Products,CACTI T-LIGHT CANDLES,2278.9,,,,CACTI T-LIGHT CANDLES,,,,,,2278.9,5321,143,,,,,,
Week 4 - Insights,Top Products,WRAP PINK FAIRY CAKES,2268,,,,WRAP PINK FAIRY CAKES,,,,,,2268,5650,161,,,,,,
Week 4 - Insights,Top Products,RIBBON REEL MAKING SNOWMEN,2264.1,,,,RIBBON REEL MAKING SNOWMEN,,,,,,2264.1,1202,221,,,,,,
Week 4 - Insights,Top Products,GROW YOUR OWN BASIL IN ENAMEL MUG,2259.31,,,,GROW YOUR OWN BASIL IN ENAMEL MUG,,,,,,2259.31,1031,217,,,,,,
Week 4 - Insights,Top Products,HANGING JAM JAR T-LIGHT HOLDERS,2257.25,,,,HANGING JAM JAR T-LIGHT HOLDERS,,,,,,2257.25,2765,90,,,,,,
Week 4 - Insights,Top Products,SET 20 NAPKINS FAIRY CAKES DESIGN,2256.44,,,,SET 20 NAPKINS FAIRY CAKES DESIGN,,,,,,2256.44,2609,341,,,,,,
Week 4 - Insights,Top Products,VINTAGE BILLBOARD TEA MUG,2250.52,,,,VINTAGE BILLBOARD TEA MUG,,,,,,2250.52,1949,86,,,,,,
Week 4 - Insights,Top Products,POTTING SHED TWINE,2247.59,,,,POTTING SHED TWINE,,,,,,2247.59,968,108,,,,,,
Week 4 - Insights,Top Products,POLYESTER FILLER PAD 40x40cm,2244.6,,,,POLYESTER FILLER PAD 40x40cm,,,,,,2244.6,1548,184,,,,,,
Week 4 - Insights,Top Products,BOX OF 6 ASSORTED COLOUR TEASPOONS,2236.52,,,,BOX OF 6 ASSORTED COLOUR TEASPOONS,,,,,,2236.52,522,206,,,,,,
Week 4 - Insights,Top Products,ASSORTED COLOUR T-LIGHT HOLDER,2236.43,,,,ASSORTED COLOUR T-LIGHT HOLDER,,,,,,2236.43,3511,118,,,,,,
Week 4 - Insights,Top Products,REGENCY CAKE SLICE,2230.85,,,,REGENCY CAKE SLICE,,,,,,2230.85,462,88,,,,,,
Week 4 - Insights,Top Products,DECORATIVE WICKER HEART MEDIUM,2226.97,,,,DECORATIVE WICKER HEART MEDIUM,,,,,,2226.97,1746,212,,,,,,
Week 4 - Insights,Top Products,KEY RING BASEBALL BOOT UNION JACK,2217.87,,,,KEY RING BASEBALL BOOT UNION JACK,,,,,,2217.87,1821,112,,,,,,
Week 4 - Insights,Top Products,GLASS JAR DAISY FRESH COTTON WOOL,2215.53,,,,GLASS JAR DAISY FRESH COTTON WOOL,,,,,,2215.53,583,263,,,,,,
Week 4 - Insights,Top Products,DRAWER KNOB CRACKLE GLAZE GREEN,2214.82,,,,DRAWER KNOB CRACKLE GLAZE GREEN,,,,,,2214.82,1298,149,,,,,,
Week 4 - Insights,Top Products,FRENCH BATHROOM SIGN BLUE METAL,2213.02,,,,FRENCH BATHROOM SIGN BLUE METAL,,,,,,2213.02,1272,217,,,,,,
Week 4 - Insights,Top Products,BISCUIT TIN VINTAGE GREEN,2211.82,,,,BISCUIT TIN VINTAGE GREEN,,,,,,2211.82,336,115,,,,,,
Week 4 - Insights,Top Products,CARD BILLBOARD FONT,2211.2,,,,CARD BILLBOARD FONT,,,,,,2211.2,5182,437,,,,,,
Week 4 - Insights,Top Products,AIRLINE BAG VINTAGE JET SET RED,2209.47,,,,AIRLINE BAG VINTAGE JET SET RED,,,,,,2209.47,493,215,,,,,,
Week 4 - Insights,Top Products,SWALLOWS GREETING CARD,2202.61,,,,SWALLOWS GREETING CARD,,,,,,2202.61,5443,267,,,,,,
Week 4 - Insights,Top Products,BAKING MOULD EASTER EGG MILK CHOC,2197.32,,,,BAKING MOULD EASTER EGG MILK CHOC,,,,,,2197.32,792,117,,,,,,
Week 4 - Insights,Top Products,PACK OF 20 SKULL PAPER NAPKINS,2192.3,,,,PACK OF 20 SKULL PAPER NAPKINS,,,,,,2192.3,2361,333,,,,,,
Week 4 - Insights,Top Products,12 PENCILS TALL TUBE RED RETROSPOT,2191.21,,,,12 PENCILS TALL TUBE RED RETROSPOT,,,,,,2191.21,2521,264,,,,,,
Week 4 - Insights,Top Products,CERAMIC CAKE DESIGN SPOTTED MUG,2188.75,,,,CERAMIC CAKE DESIGN SPOTTED MUG,,,,,,2188.75,1439,186,,,,,,
Week 4 - Insights,Top Products,36 PENCILS TUBE WOODLAND,2188.64,,,,36 PENCILS TUBE WOODLAND,,,,,,2188.64,1627,178,,,,,,
Week 4 - Insights,Top Products,TEA TIME TEAPOT IN GIFT BOX,2182.48,,,,TEA TIME TEAPOT IN GIFT BOX,,,,,,2182.48,344,111,,,,,,
Week 4 - Insights,Top Products,"KEY FOB , SHED",2181.57,,,,"KEY FOB , SHED",,,,,,2181.57,3204,371,,,,,,
Week 4 - Insights,Top Products,KINGS CHOICE BISCUIT TIN,2175.04,,,,KINGS CHOICE BISCUIT TIN,,,,,,2175.04,468,180,,,,,,
Week 4 - Insights,Top Products,MAN FLU METAL SIGN,2173.33,,,,MAN FLU METAL SIGN,,,,,,2173.33,992,177,,,,,,
Week 4 - Insights,Top Products,BIRDHOUSE GARDEN MARKER,2173.12,,,,BIRDHOUSE GARDEN MARKER,,,,,,2173.12,1507,137,,,,,,
Week 4 - Insights,Top Products,TOADSTOOL BEDSIDE LIGHT,2171.75,,,,TOADSTOOL BEDSIDE LIGHT,,,,,,2171.75,245,104,,,,,,
Week 4 - Insights,Top Products,6 CHOCOLATE LOVE HEART T-LIGHTS,2171.26,,,,6 CHOCOLATE LOVE HEART T-LIGHTS,,,,,,2171.26,1061,142,,,,,,
Week 4 - Insights,Top Products,PACK OF 6 SANDCASTLE FLAGS ASSORTED,2162,,,,PACK OF 6 SANDCASTLE FLAGS ASSORTED,,,,,,2162,2511,223,,,,,,
Week 4 - Insights,Top Products,ICE CREAM BUBBLES,2161.24,,,,ICE CREAM BUBBLES,,,,,,2161.24,2668,101,,,,,,
Week 4 - Insights,Top Products,CHEST OF DRAWERS GINGHAM HEART,2156.41,,,,CHEST OF DRAWERS GINGHAM HEART,,,,,,2156.41,122,82,,,,,,
Week 4 - Insights,Top Products,VINTAGE CHRISTMAS GIFT BAG LARGE,2152.39,,,,VINTAGE CHRISTMAS GIFT BAG LARGE,,,,,,2152.39,1807,103,,,,,,
Week 4 - Insights,Top Products,SET/6 PURPLE BUTTERFLY T-LIGHTS,2145.2,,,,SET/6 PURPLE BUTTERFLY T-LIGHTS,,,,,,2145.2,888,196,,,,,,
Week 4 - Insights,Top Products,PIZZA PLATE IN BOX,2143.06,,,,PIZZA PLATE IN BOX,,,,,,2143.06,584,178,,,,,,
Week 4 - Insights,Top Products,3D VINTAGE CHRISTMAS STICKERS,2140.25,,,,3D VINTAGE CHRISTMAS STICKERS,,,,,,2140.25,1627,187,,,,,,
Week 4 - Insights,Top Products,BOTTLE BAG RETROSPOT,2140.03,,,,BOTTLE BAG RETROSPOT,,,,,,2140.03,1315,204,,,,,,
Week 4 - Insights,Top Products,PACK OF 12 SUKI TISSUES,2139.05,,,,PACK OF 12 SUKI TISSUES,,,,,,2139.05,6909,354,,,,,,
Week 4 - Insights,Top Products,CHINESE DRAGON PAPER LANTERNS,2136.34,,,,CHINESE DRAGON PAPER LANTERNS,,,,,,2136.34,5556,97,,,,,,
Week 4 - Insights,Top Products,CHILDREN'S CIRCUS PARADE MUG,2136.01,,,,CHILDREN'S CIRCUS PARADE MUG,,,,,,2136.01,1255,144,,,,,,
Week 4 - Insights,Top Products,CLASSIC FRENCH STYLE BASKET NATURAL,2132.42,,,,CLASSIC FRENCH STYLE BASKET NATURAL,,,,,,2132.42,510,105,,,,,,
Week 4 - Insights,Top Products,LETTER HOLDER HOME SWEET HOME,2129.11,,,,LETTER HOLDER HOME SWEET HOME,,,,,,2129.11,605,129,,,,,,
Week 4 - Insights,Top Products,TRAVEL CARD WALLET I LOVE LONDON,2126.55,,,,TRAVEL CARD WALLET I LOVE LONDON,,,,,,2126.55,4733,241,,,,,,
Week 4 - Insights,Top Products,TOILET METAL SIGN,2126.19,,,,TOILET METAL SIGN,,,,,,2126.19,3829,400,,,,,,
Week 4 - Insights,Top Products,CARD HOLDER GINGHAM HEART,2123.98,,,,CARD HOLDER GINGHAM HEART,,,,,,2123.98,678,174,,,,,,
Week 4 - Insights,Top Products,SMALL RED RETROSPOT MUG IN BOX,2119.29,,,,SMALL RED RETROSPOT MUG IN BOX,,,,,,2119.29,883,111,,,,,,
Week 4 - Insights,Top Products,RETROSPOT CIGAR BOX MATCHES,2119.07,,,,RETROSPOT CIGAR BOX MATCHES,,,,,,2119.07,2125,215,,,,,,
Week 4 - Insights,Top Products,HEART WOODEN CHRISTMAS DECORATION,2117.99,,,,HEART WOODEN CHRISTMAS DECORATION,,,,,,2117.99,2237,217,,,,,,
Week 4 - Insights,Top Products,CHOCOLATE BOX RIBBONS,2117.97,,,,CHOCOLATE BOX RIBBONS,,,,,,2117.97,1573,307,,,,,,
Week 4 - Insights,Top Products,SLATE TILE NATURAL HANGING,2117.14,,,,SLATE TILE NATURAL HANGING,,,,,,2117.14,1400,158,,,,,,
Week 4 - Insights,Top Products,KEY CABINET MA CAMPAGNE,2116.62,,,,KEY CABINET MA CAMPAGNE,,,,,,2116.62,200,105,,,,,,
Week 4 - Insights,Top Products,SWEETHEART WIRE WALL TIDY,2116.33,,,,SWEETHEART WIRE WALL TIDY,,,,,,2116.33,209,103,,,,,,
Week 4 - Insights,Top Products,HEADS AND TAILS SPORTING FUN,2116.3,,,,HEADS AND TAILS SPORTING FUN,,,,,,2116.3,1767,202,,,,,,
Week 4 - Insights,Top Products,HEART DECORATION WITH PEARLS,2113.13,,,,HEART DECORATION WITH PEARLS,,,,,,2113.13,2196,256,,,,,,
